-1.2898799764242552e-15,0.0,-7.3150072557442654e-16,0.0,0.0,0.0,-6.9404684588539459e-16,0.0,0.0,0.0,0.0,0.0,0.0,-2.8625961834386316e-16,1.6521960768053806e-15,0.0,4.3846484158039245e-16,-1.3562516613661764e-16,5.097099273348545e-16,-6.4643744413948496e-16,1.8177664291100077e-15,0.0,0.0,0.0,-1.442251832128485e-15,7.0077701409636729e-16,-3.7364959532087405e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.5030456623036786e-15,-1.5816425914226751e-15,0.0,0.0,-5.7963168561808041e-16,0.0,1.2353789213479716e-16,-4.4660557451003128e-16,0.0,-9.8533451032524257e-16,0.0,0.0,-6.2669232207075417e-16,0.0,1.938580451695774e-15,6.278375560636222e-17,4.5609022677234508e-16,-5.1402082166749287e-16,-3.3595404108800527e-16,0.0,0.0,0.0,-2.0736686853332294e-16,0.0,0.0,0.0,0.0,3.9883864893326041e-16,-5.8981055144953341e-16,0.0,0.0,-1.1905626524451468e-15,7.9450907412018938e-16,-3.0918157920947897e-16,-2.1347424228649996e-15,0.0,-3.0591804546887334e-17,0.0,-6.5355312339334895e-16,0.0,0.0,-6.915840642282731e-17,7.9404408448149517e-16,0.0,0.0,0.0,2.8338594173722882e-17,1.2473740825690494e-15,0.0,0.0,-1.3844755392930453e-15,1.0211927496978821e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.106764848579248e-15,3.070103924844598e-16,0.0,1.0656585954580743e-15,0.0,-7.7280434607002628e-16,0.0,0.0,0.0
-8.2418727326218773e-17,2.732772328212128e-17,0.0,1.7642723499300369e-16,0.0,0.0,2.0585011629489305e-16,3.3029709820949755e-16,0.0,0.0,0.0,4.0144961147735298e-16,0.0,0.0,0.0,1.2680208473615682e-17,-1.4704428823235059e-16,2.5250944801140781e-17,-7.5125512019559766e-17,0.0,1.1280348658648127e-17,0.0,3.4340056485164121e-16,0.0,3.6721064021137665e-16,0.0,-2.0425520320376526e-16,-2.9081104913765699e-16,1.1382202637390971e-16,-7.6400090395744106e-17,0.0,0.0,-2.9670767196265168e-16,0.0,0.0,7.8570272952275614e-17,0.0,-2.1979738105475734e-16,0.0,0.0
1.8825243725255781e-16,0.0,0.0,0.0
